timestamp,source_ip,destination_ip,user,log_type,protocol,port,bytes_sent,bytes_received,login_status,failed_login_count,http_method,url,status_code,label
2026-01-09 08:53:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,100,108,,,,,,Malware C2
2026-01-09 08:53:42.000,10.0.11.156,254.34.168.196,fwashington,web,TCP,443,1571,2113,,,GET,/api/status,200.0,Normal
2026-01-09 08:54:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,100,82,,,,,,Malware C2
2026-01-09 08:55:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,110,106,,,,,,Malware C2
2026-01-09 08:56:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,106,88,,,,,,Malware C2
2026-01-09 08:57:24.000,10.0.0.196,10.0.17.77,dyerraymond,auth,TCP,22,235,884,SUCCESS,0.0,,,,Normal
2026-01-09 08:57:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,112,112,,,,,,Malware C2
2026-01-09 08:58:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,105,107,,,,,,Malware C2
2026-01-09 08:59:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,110,80,,,,,,Malware C2
2026-01-09 09:00:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,99,91,,,,,,Malware C2
2026-01-09 09:01:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,96,94,,,,,,Malware C2
2026-01-09 09:01:41.000,10.0.9.254,54.207.40.176,anthony81,web,TCP,443,2499,2401,,,POST,/products,200.0,Normal
2026-01-09 09:02:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,113,95,,,,,,Malware C2
2026-01-09 09:03:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,83,87,,,,,,Malware C2
2026-01-09 09:04:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,113,104,,,,,,Malware C2
2026-01-09 09:05:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,94,107,,,,,,Malware C2
2026-01-09 09:06:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,88,81,,,,,,Malware C2
2026-01-09 09:07:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,96,89,,,,,,Malware C2
2026-01-09 09:08:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,88,110,,,,,,Malware C2
2026-01-09 09:09:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,81,103,,,,,,Malware C2
2026-01-09 09:10:03.000,10.0.7.131,10.0.20.160,cassandrasmith,network,UDP,443,653,2024,,,,,,Normal
2026-01-09 09:10:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,98,96,,,,,,Malware C2
2026-01-09 09:11:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,89,107,,,,,,Malware C2
2026-01-09 09:12:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,117,107,,,,,,Malware C2
2026-01-09 09:13:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,80,82,,,,,,Malware C2
2026-01-09 09:14:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,94,89,,,,,,Malware C2
2026-01-09 09:15:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,100,116,,,,,,Malware C2
2026-01-09 09:16:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,94,102,,,,,,Malware C2
2026-01-09 09:17:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,93,94,,,,,,Malware C2
2026-01-09 09:18:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,89,88,,,,,,Malware C2
2026-01-09 09:19:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,118,84,,,,,,Malware C2
2026-01-09 09:20:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,104,105,,,,,,Malware C2
2026-01-09 09:21:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,87,101,,,,,,Malware C2
2026-01-09 09:22:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,104,91,,,,,,Malware C2
2026-01-09 09:23:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,88,89,,,,,,Malware C2
2026-01-09 09:24:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,89,88,,,,,,Malware C2
2026-01-09 09:24:45.000,10.0.2.13,34.59.218.119,ebaker,web,TCP,443,2259,1963,,,GET,/home,200.0,Normal
2026-01-09 09:25:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,105,114,,,,,,Malware C2
2026-01-09 09:26:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,106,110,,,,,,Malware C2
2026-01-09 09:27:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,98,117,,,,,,Malware C2
2026-01-09 09:28:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,85,94,,,,,,Malware C2
2026-01-09 09:29:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,108,84,,,,,,Malware C2
2026-01-09 09:30:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,93,81,,,,,,Malware C2
2026-01-09 09:31:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,102,98,,,,,,Malware C2
2026-01-09 09:32:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,103,99,,,,,,Malware C2
2026-01-09 09:32:45.000,10.0.13.89,53.63.143.112,williamsjason,web,TCP,443,1174,1747,,,GET,/api/status,200.0,Normal
2026-01-09 09:33:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,106,103,,,,,,Malware C2
2026-01-09 09:34:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,96,104,,,,,,Malware C2
2026-01-09 09:35:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,110,107,,,,,,Malware C2
2026-01-09 09:35:51.000,10.0.7.223,10.0.5.180,martinezcheryl,auth,TCP,22,1405,1934,SUCCESS,0.0,,,,Normal
2026-01-09 09:36:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,107,101,,,,,,Malware C2
2026-01-09 09:37:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,84,87,,,,,,Malware C2
2026-01-09 09:38:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,117,107,,,,,,Malware C2
2026-01-09 09:39:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,91,104,,,,,,Malware C2
2026-01-09 09:40:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,117,94,,,,,,Malware C2
2026-01-09 09:41:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,113,92,,,,,,Malware C2
2026-01-09 09:42:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,87,92,,,,,,Malware C2
2026-01-09 09:43:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,115,85,,,,,,Malware C2
2026-01-09 09:44:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,117,111,,,,,,Malware C2
2026-01-09 09:45:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,100,86,,,,,,Malware C2
2026-01-09 09:46:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,105,94,,,,,,Malware C2
2026-01-09 09:47:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,102,117,,,,,,Malware C2
2026-01-09 09:48:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,94,119,,,,,,Malware C2
2026-01-09 09:49:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,95,111,,,,,,Malware C2
2026-01-09 09:50:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,116,97,,,,,,Malware C2
2026-01-09 09:51:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,99,81,,,,,,Malware C2
2026-01-09 09:52:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,102,109,,,,,,Malware C2
2026-01-09 09:53:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,82,118,,,,,,Malware C2
2026-01-09 09:54:35.000,10.0.20.181,10.0.18.110,jlogan,network,UDP,3389,824,2493,,,,,,Normal
2026-01-09 09:54:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,80,101,,,,,,Malware C2
2026-01-09 09:55:38.000,10.0.3.175,49.37.186.57,,network,TCP,8443,108,93,,,,,,Malware C2
2026-01-09 09:56:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,107,100,,,,,,Malware C2
2026-01-09 09:56:59.000,10.0.6.247,10.0.7.199,dustinschmidt,network,TCP,8080,2313,3763,,,,,,Normal
2026-01-09 09:57:08.000,10.0.17.77,10.0.8.64,tracy49,network,UDP,22,1013,2420,,,,,,Normal
2026-01-09 09:57:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,111,85,,,,,,Malware C2
2026-01-09 09:58:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,80,100,,,,,,Malware C2
2026-01-09 09:59:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,83,82,,,,,,Malware C2
2026-01-09 10:00:38.000,10.0.3.175,49.37.186.57,,network,TCP,443,109,110,,,,,,Malware C2
2026-01-09 10:01:38.000,10.0.3.175,49.37.186.57,,network,TCP,53,113,98,,,,,,Malware C2
2026-01-09 10:05:46.000,10.0.19.8,10.0.10.28,fullerchristopher,network,TCP,3389,1037,734,,,,,,Normal
2026-01-09 10:07:50.000,10.0.7.116,243.171.189.140,haysthomas,web,TCP,443,2059,1824,,,POST,/home,200.0,Normal
2026-01-09 10:10:10.000,196.123.144.238,10.0.11.156,,web,TCP,443,339,431,,,POST,/search?q=<script>alert(1)</script>,403.0,Phishing/Web Attack
2026-01-09 10:17:56.000,10.0.7.37,10.0.20.30,cjackson,auth,TCP,22,1713,893,SUCCESS,0.0,,,,Normal
2026-01-09 10:29:29.000,10.0.14.139,65.238.12.36,fwashington,web,TCP,443,648,1976,,,GET,/profile,200.0,Normal
2026-01-09 10:56:02.000,10.0.7.37,10.0.0.196,sharonwhite,auth,TCP,22,1161,662,SUCCESS,0.0,,,,Normal
2026-01-09 11:03:02.000,10.0.3.175,10.0.3.93,dustinschmidt,auth,TCP,22,1384,376,SUCCESS,0.0,,,,Normal
2026-01-09 11:06:52.000,10.0.3.251,76.238.92.5,simpsondavid,web,TCP,443,311,1586,,,POST,/home,200.0,Normal
2026-01-09 11:18:24.000,10.0.17.77,97.176.216.32,dyerraymond,web,TCP,443,751,2636,,,POST,/profile,200.0,Normal
2026-01-09 11:18:46.000,10.0.18.73,10.0.12.22,kevinkoch,auth,TCP,22,1941,909,SUCCESS,0.0,,,,Normal
2026-01-09 11:19:21.000,232.175.14.120,10.0.12.22,,web,TCP,443,379,139,,,GET,"/search?q=""><img src=x onerror=alert(1)>",200.0,Phishing/Web Attack
2026-01-09 11:21:31.000,10.0.8.41,10.0.1.188,margaret00,network,TCP,443,2059,2241,,,,,,Normal
2026-01-09 11:42:09.000,100.224.2.126,10.0.14.139,,web,TCP,443,271,329,,,GET,"/search?q=""><img src=x onerror=alert(1)>",500.0,Phishing/Web Attack
2026-01-09 11:45:55.000,48.175.61.249,10.0.10.28,,web,TCP,443,245,180,,,POST,/search?q=<script>alert(1)</script>,403.0,Phishing/Web Attack
2026-01-09 11:46:50.000,10.0.20.181,10.0.8.208,kristen66,network,TCP,21,3592,3338,,,,,,Normal
2026-01-09 11:47:46.000,22.238.181.130,10.0.3.251,fhooper,auth,TCP,22,71,67,FAILED,1.0,,,,Brute Force
2026-01-09 11:47:48.000,22.238.181.130,10.0.0.196,fhooper,auth,TCP,22,115,97,FAILED,2.0,,,,Brute Force
2026-01-09 11:47:50.000,22.238.181.130,10.0.17.109,fhooper,auth,TCP,22,93,58,FAILED,3.0,,,,Brute Force
2026-01-09 11:47:52.000,22.238.181.130,10.0.10.28,fhooper,auth,TCP,22,116,103,FAILED,4.0,,,,Brute Force
2026-01-09 11:47:54.000,22.238.181.130,10.0.7.37,fhooper,auth,TCP,22,75,134,FAILED,5.0,,,,Brute Force
2026-01-09 11:47:56.000,22.238.181.130,10.0.14.139,fhooper,auth,TCP,22,143,141,FAILED,6.0,,,,Brute Force
2026-01-09 11:47:58.000,22.238.181.130,10.0.7.223,fhooper,auth,TCP,22,149,75,FAILED,7.0,,,,Brute Force
2026-01-09 11:48:00.000,22.238.181.130,10.0.17.77,fhooper,auth,TCP,22,83,57,FAILED,8.0,,,,Brute Force
2026-01-09 11:48:02.000,22.238.181.130,10.0.2.13,fhooper,auth,TCP,22,59,97,FAILED,9.0,,,,Brute Force
2026-01-09 11:48:04.000,22.238.181.130,10.0.19.8,fhooper,auth,TCP,22,104,103,FAILED,10.0,,,,Brute Force
2026-01-09 11:48:06.000,22.238.181.130,10.0.7.37,fhooper,auth,TCP,22,127,89,FAILED,11.0,,,,Brute Force
2026-01-09 11:48:08.000,22.238.181.130,10.0.9.254,fhooper,auth,TCP,22,64,130,FAILED,12.0,,,,Brute Force
2026-01-09 11:48:10.000,22.238.181.130,10.0.2.220,fhooper,auth,TCP,22,67,145,FAILED,13.0,,,,Brute Force
2026-01-09 11:48:12.000,22.238.181.130,10.0.17.109,fhooper,auth,TCP,22,72,111,FAILED,14.0,,,,Brute Force
2026-01-09 11:48:14.000,22.238.181.130,10.0.11.149,fhooper,auth,TCP,22,95,136,FAILED,15.0,,,,Brute Force
2026-01-09 11:48:16.000,22.238.181.130,10.0.17.77,fhooper,auth,TCP,22,148,88,FAILED,16.0,,,,Brute Force
2026-01-09 11:48:18.000,22.238.181.130,10.0.2.57,fhooper,auth,TCP,22,64,102,FAILED,17.0,,,,Brute Force
2026-01-09 11:48:20.000,22.238.181.130,10.0.1.9,fhooper,auth,TCP,22,137,113,FAILED,18.0,,,,Brute Force
2026-01-09 11:48:22.000,22.238.181.130,10.0.18.110,fhooper,auth,TCP,22,112,141,FAILED,19.0,,,,Brute Force
2026-01-09 11:48:24.000,22.238.181.130,10.0.2.57,fhooper,auth,TCP,22,129,65,FAILED,20.0,,,,Brute Force
2026-01-09 11:48:26.000,22.238.181.130,10.0.0.191,fhooper,auth,TCP,22,119,115,FAILED,21.0,,,,Brute Force
2026-01-09 11:48:28.000,22.238.181.130,10.0.17.109,fhooper,auth,TCP,22,62,96,FAILED,22.0,,,,Brute Force
2026-01-09 11:48:30.000,22.238.181.130,10.0.11.149,fhooper,auth,TCP,22,58,112,FAILED,23.0,,,,Brute Force
2026-01-09 11:48:32.000,22.238.181.130,10.0.7.131,fhooper,auth,TCP,22,83,130,FAILED,24.0,,,,Brute Force
2026-01-09 11:48:34.000,22.238.181.130,10.0.2.220,fhooper,auth,TCP,22,140,78,FAILED,25.0,,,,Brute Force
2026-01-09 11:48:36.000,22.238.181.130,10.0.3.99,fhooper,auth,TCP,22,86,92,FAILED,26.0,,,,Brute Force
2026-01-09 11:48:38.000,22.238.181.130,10.0.11.149,fhooper,auth,TCP,22,135,113,FAILED,27.0,,,,Brute Force
2026-01-09 11:48:40.000,22.238.181.130,10.0.20.181,fhooper,auth,TCP,22,73,120,FAILED,28.0,,,,Brute Force
2026-01-09 11:48:42.000,22.238.181.130,10.0.2.220,fhooper,auth,TCP,22,83,97,FAILED,29.0,,,,Brute Force
2026-01-09 11:48:44.000,22.238.181.130,10.0.7.223,fhooper,auth,TCP,22,61,72,FAILED,30.0,,,,Brute Force
2026-01-09 11:48:46.000,22.238.181.130,10.0.8.64,fhooper,auth,TCP,22,128,146,FAILED,31.0,,,,Brute Force
2026-01-09 11:48:48.000,22.238.181.130,10.0.18.110,fhooper,auth,TCP,22,62,136,FAILED,32.0,,,,Brute Force
2026-01-09 11:48:50.000,22.238.181.130,10.0.3.93,fhooper,auth,TCP,22,145,94,FAILED,33.0,,,,Brute Force
2026-01-09 11:48:52.000,22.238.181.130,10.0.20.30,fhooper,auth,TCP,22,148,114,FAILED,34.0,,,,Brute Force
2026-01-09 11:48:54.000,22.238.181.130,10.0.3.93,fhooper,auth,TCP,22,96,107,FAILED,35.0,,,,Brute Force
2026-01-09 11:48:56.000,22.238.181.130,10.0.3.99,fhooper,auth,TCP,22,54,126,FAILED,36.0,,,,Brute Force
2026-01-09 11:48:58.000,22.238.181.130,10.0.2.99,fhooper,auth,TCP,22,54,109,FAILED,37.0,,,,Brute Force
2026-01-09 11:52:38.000,10.0.7.131,10.0.13.89,melaniemeyer,auth,TCP,22,1110,444,SUCCESS,0.0,,,,Normal
2026-01-09 11:56:54.000,10.0.17.24,95.114.252.69,natasha71,web,TCP,443,2566,2754,,,GET,/profile,200.0,Normal
2026-01-09 12:03:24.000,10.0.3.175,10.0.18.110,hickseric,auth,TCP,22,300,860,SUCCESS,0.0,,,,Normal
2026-01-09 12:09:28.000,10.0.1.188,230.191.50.134,dustinschmidt,web,TCP,443,2390,707,,,POST,/search,200.0,Normal
2026-01-09 12:28:21.000,10.0.20.160,10.0.8.41,fwashington,auth,TCP,22,758,1371,SUCCESS,0.0,,,,Normal
2026-01-09 12:42:23.000,10.0.7.116,192.240.96.90,dustinschmidt,web,TCP,443,1301,549,,,GET,/cart,200.0,Normal
2026-01-09 12:56:20.000,10.0.12.22,106.127.174.17,kristinschneider,web,TCP,443,943,726,,,GET,/products,200.0,Normal
2026-01-09 13:02:28.000,180.5.41.201,10.0.7.199,,web,TCP,443,275,475,,,GET,/search?q=1; DROP TABLE users--,403.0,Phishing/Web Attack
2026-01-09 13:11:55.000,10.0.8.208,10.0.7.116,jessica30,network,TCP,80,1787,3344,,,,,,Normal
2026-01-09 13:28:16.000,44.141.162.231,10.0.2.220,,web,TCP,443,209,165,,,GET,/search?q=' OR '1'='1,500.0,Phishing/Web Attack
2026-01-09 13:28:20.000,86.63.57.60,10.0.17.24,,web,TCP,443,392,434,,,POST,/search?q=' OR '1'='1,403.0,Phishing/Web Attack
2026-01-09 13:28:53.000,10.0.19.8,10.0.10.28,martinezcheryl,network,TCP,80,1525,2911,,,,,,Normal
2026-01-09 13:34:07.000,10.0.3.93,10.0.6.182,christian36,auth,TCP,22,1784,1500,SUCCESS,0.0,,,,Normal
2026-01-09 13:47:34.000,10.0.6.182,10.0.3.99,peter52,auth,TCP,22,728,1476,SUCCESS,0.0,,,,Normal
2026-01-09 13:54:03.000,60.166.109.98,10.0.9.254,,web,TCP,443,171,253,,,POST,/search?q=1; DROP TABLE users--,200.0,Phishing/Web Attack
2026-01-09 13:57:45.000,10.0.11.149,242.134.147.89,zquinn,web,TCP,443,1504,2905,,,POST,/home,200.0,Normal
2026-01-09 13:59:09.000,10.0.0.191,111.220.84.128,natasha71,web,TCP,443,1140,889,,,GET,/api/status,200.0,Normal
2026-01-09 14:19:00.000,10.0.13.89,10.0.3.93,gvazquez,auth,TCP,22,753,1671,SUCCESS,0.0,,,,Normal
2026-01-09 14:32:09.000,10.0.13.89,10.0.20.160,romanchristopher,network,UDP,3389,1799,2838,,,,,,Normal
2026-01-09 14:44:13.000,10.0.7.131,10.0.8.64,hickseric,auth,TCP,22,1474,1533,SUCCESS,0.0,,,,Normal
2026-01-09 14:52:35.000,10.0.8.208,10.0.3.93,cjackson,network,TCP,22,2300,1355,,,,,,Normal
2026-01-09 14:53:51.000,10.0.2.57,206.146.22.77,brandon67,web,TCP,443,2750,1432,,,GET,/profile,200.0,Normal
2026-01-09 15:02:07.000,10.0.5.180,10.0.7.131,ashleyrios,auth,TCP,22,908,984,SUCCESS,0.0,,,,Normal
2026-01-09 15:04:29.000,10.0.18.73,10.0.2.57,ebaker,network,UDP,3306,3657,2867,,,,,,Normal
2026-01-09 15:07:14.000,10.0.20.30,245.77.18.57,brownsamantha,web,TCP,443,1601,2011,,,GET,/search,200.0,Normal
2026-01-09 15:08:20.000,10.0.5.180,10.0.3.93,lisahancock,auth,TCP,22,1401,441,SUCCESS,0.0,,,,Normal
2026-01-09 15:12:36.000,10.0.14.139,44.243.125.84,woodvickie,web,TCP,443,1991,2407,,,POST,/profile,200.0,Normal
2026-01-09 15:29:27.000,10.0.7.116,84.23.13.218,williamsdale,web,TCP,443,1140,2114,,,POST,/api/status,200.0,Normal
2026-01-09 15:45:10.000,10.0.3.175,10.0.19.8,fhooper,network,UDP,22,4923,1966,,,,,,Normal
2026-01-09 16:05:50.000,137.103.81.50,10.0.8.41,,web,TCP,443,342,244,,,GET,/search?q=<script>alert(1)</script>,200.0,Phishing/Web Attack
2026-01-09 16:12:58.000,10.0.13.89,10.0.17.77,anthony81,network,TCP,3389,4058,4978,,,,,,Normal
2026-01-09 16:15:12.000,10.0.3.93,10.0.0.196,lauren40,network,UDP,80,2096,979,,,,,,Normal
2026-01-09 16:22:44.000,10.0.9.254,10.0.5.180,gregory21,auth,TCP,22,1958,566,SUCCESS,0.0,,,,Normal
2026-01-09 16:28:39.000,10.0.7.199,10.0.7.131,kevinkoch,auth,TCP,22,235,638,SUCCESS,0.0,,,,Normal
2026-01-09 16:36:12.000,10.0.20.181,10.0.17.52,hodgeskimberly,auth,TCP,22,1134,1194,SUCCESS,0.0,,,,Normal
2026-01-09 16:42:54.000,10.0.20.181,10.0.2.13,lisahancock,network,UDP,21,3683,4297,,,,,,Normal
2026-01-09 17:03:35.000,29.136.203.229,10.0.12.22,,web,TCP,443,182,290,,,POST,/search?q=1; DROP TABLE users--,403.0,Phishing/Web Attack
2026-01-09 17:04:24.000,229.73.96.225,10.0.17.77,,network,TCP,80,47,7,,,,,,DDoS
2026-01-09 17:04:24.050,37.207.238.205,10.0.17.77,,network,TCP,80,98,6,,,,,,DDoS
2026-01-09 17:04:24.100,26.22.175.232,10.0.17.77,,network,TCP,80,41,5,,,,,,DDoS
2026-01-09 17:04:24.150,204.235.40.127,10.0.17.77,,network,TCP,80,67,15,,,,,,DDoS
2026-01-09 17:04:24.200,80.188.86.157,10.0.17.77,,network,TCP,80,81,3,,,,,,DDoS
2026-01-09 17:04:24.250,255.37.185.211,10.0.17.77,,network,TCP,80,71,12,,,,,,DDoS
2026-01-09 17:04:24.300,89.42.162.109,10.0.17.77,,network,TCP,80,81,13,,,,,,DDoS
2026-01-09 17:04:24.350,60.244.242.252,10.0.17.77,,network,TCP,80,48,10,,,,,,DDoS
2026-01-09 17:04:24.400,37.96.165.198,10.0.17.77,,network,TCP,80,62,17,,,,,,DDoS
2026-01-09 17:04:24.450,81.241.39.118,10.0.17.77,,network,TCP,80,50,16,,,,,,DDoS
2026-01-09 17:04:24.500,12.216.229.250,10.0.17.77,,network,TCP,80,41,2,,,,,,DDoS
2026-01-09 17:04:24.550,198.242.229.45,10.0.17.77,,network,TCP,80,50,17,,,,,,DDoS
2026-01-09 17:04:24.600,24.169.98.145,10.0.17.77,,network,TCP,80,98,2,,,,,,DDoS
2026-01-09 17:04:24.650,100.113.38.48,10.0.17.77,,network,TCP,80,97,14,,,,,,DDoS
2026-01-09 17:04:24.700,158.85.249.127,10.0.17.77,,network,TCP,80,82,10,,,,,,DDoS
2026-01-09 17:04:24.750,221.118.146.23,10.0.17.77,,network,TCP,80,70,19,,,,,,DDoS
2026-01-09 17:04:24.800,148.22.139.248,10.0.17.77,,network,TCP,80,67,10,,,,,,DDoS
2026-01-09 17:04:24.850,48.6.88.238,10.0.17.77,,network,TCP,80,58,0,,,,,,DDoS
2026-01-09 17:04:24.900,198.254.38.47,10.0.17.77,,network,TCP,80,98,4,,,,,,DDoS
2026-01-09 17:04:24.950,223.174.107.46,10.0.17.77,,network,TCP,80,49,9,,,,,,DDoS
2026-01-09 17:04:25.000,47.151.125.15,10.0.17.77,,network,TCP,80,85,1,,,,,,DDoS
2026-01-09 17:04:25.050,145.19.34.250,10.0.17.77,,network,TCP,80,75,1,,,,,,DDoS
2026-01-09 17:04:25.100,238.174.20.104,10.0.17.77,,network,TCP,80,57,12,,,,,,DDoS
2026-01-09 17:04:25.150,232.88.119.0,10.0.17.77,,network,TCP,80,90,4,,,,,,DDoS
2026-01-09 17:04:25.200,113.77.144.30,10.0.17.77,,network,TCP,80,59,1,,,,,,DDoS
2026-01-09 17:04:25.250,64.236.22.51,10.0.17.77,,network,TCP,80,50,17,,,,,,DDoS
2026-01-09 17:04:25.300,92.138.181.161,10.0.17.77,,network,TCP,80,77,9,,,,,,DDoS
2026-01-09 17:04:25.350,24.186.243.144,10.0.17.77,,network,TCP,80,61,16,,,,,,DDoS
2026-01-09 17:04:25.400,21.217.34.99,10.0.17.77,,network,TCP,80,61,10,,,,,,DDoS
2026-01-09 17:04:25.450,180.98.19.132,10.0.17.77,,network,TCP,80,58,16,,,,,,DDoS
2026-01-09 17:04:25.500,170.68.27.101,10.0.17.77,,network,TCP,80,63,3,,,,,,DDoS
2026-01-09 17:04:25.550,101.6.152.112,10.0.17.77,,network,TCP,80,71,13,,,,,,DDoS
2026-01-09 17:04:25.600,86.151.168.18,10.0.17.77,,network,TCP,80,98,19,,,,,,DDoS
2026-01-09 17:04:25.650,208.151.149.228,10.0.17.77,,network,TCP,80,75,13,,,,,,DDoS
2026-01-09 17:04:25.700,179.202.163.119,10.0.17.77,,network,TCP,80,97,3,,,,,,DDoS
2026-01-09 17:04:25.750,253.26.182.182,10.0.17.77,,network,TCP,80,45,8,,,,,,DDoS
2026-01-09 17:04:25.800,199.219.165.147,10.0.17.77,,network,TCP,80,60,11,,,,,,DDoS
2026-01-09 17:04:25.850,200.7.96.126,10.0.17.77,,network,TCP,80,97,7,,,,,,DDoS
2026-01-09 17:04:25.900,17.136.248.52,10.0.17.77,,network,TCP,80,95,3,,,,,,DDoS
2026-01-09 17:04:25.950,108.13.161.16,10.0.17.77,,network,TCP,80,70,4,,,,,,DDoS
2026-01-09 17:04:26.000,1.20.51.33,10.0.17.77,,network,TCP,80,45,4,,,,,,DDoS
2026-01-09 17:04:26.050,139.240.253.218,10.0.17.77,,network,TCP,80,90,7,,,,,,DDoS
2026-01-09 17:04:26.100,102.35.147.51,10.0.17.77,,network,TCP,80,48,14,,,,,,DDoS
2026-01-09 17:04:26.150,44.105.219.161,10.0.17.77,,network,TCP,80,75,8,,,,,,DDoS
2026-01-09 17:04:26.200,198.96.201.212,10.0.17.77,,network,TCP,80,46,7,,,,,,DDoS
2026-01-09 17:04:26.250,245.137.7.31,10.0.17.77,,network,TCP,80,86,18,,,,,,DDoS
2026-01-09 17:04:26.300,75.209.252.58,10.0.17.77,,network,TCP,80,54,4,,,,,,DDoS
2026-01-09 17:04:26.350,213.79.117.33,10.0.17.77,,network,TCP,80,58,6,,,,,,DDoS
2026-01-09 17:04:26.400,151.199.137.53,10.0.17.77,,network,TCP,80,45,18,,,,,,DDoS
2026-01-09 17:04:26.450,200.132.46.50,10.0.17.77,,network,TCP,80,96,16,,,,,,DDoS
2026-01-09 17:04:26.500,83.50.136.90,10.0.17.77,,network,TCP,80,81,18,,,,,,DDoS
2026-01-09 17:04:26.550,224.245.128.188,10.0.17.77,,network,TCP,80,70,10,,,,,,DDoS
2026-01-09 17:04:26.600,27.50.136.97,10.0.17.77,,network,TCP,80,54,9,,,,,,DDoS
2026-01-09 17:04:26.650,57.136.110.169,10.0.17.77,,network,TCP,80,82,2,,,,,,DDoS
2026-01-09 17:04:26.700,51.4.249.63,10.0.17.77,,network,TCP,80,42,17,,,,,,DDoS
2026-01-09 17:04:26.750,148.192.115.169,10.0.17.77,,network,TCP,80,64,10,,,,,,DDoS
2026-01-09 17:04:26.800,108.220.6.148,10.0.17.77,,network,TCP,80,59,17,,,,,,DDoS
2026-01-09 17:04:26.850,109.20.150.38,10.0.17.77,,network,TCP,80,96,14,,,,,,DDoS
2026-01-09 17:04:26.900,208.55.123.176,10.0.17.77,,network,TCP,80,78,9,,,,,,DDoS
2026-01-09 17:04:26.950,184.183.130.86,10.0.17.77,,network,TCP,80,60,19,,,,,,DDoS
2026-01-09 17:04:27.000,1.48.243.2,10.0.17.77,,network,TCP,80,68,9,,,,,,DDoS
2026-01-09 17:04:27.050,243.8.27.91,10.0.17.77,,network,TCP,80,52,14,,,,,,DDoS
2026-01-09 17:04:27.100,188.70.59.255,10.0.17.77,,network,TCP,80,62,17,,,,,,DDoS
